Computer Name,Serial Number,Compliance - mSCP Version,Compliance - Failed mSCP Results Count,Full Name,Last Inventory Update,Operating System,Compliance - Failed mSCP Result List,Asset Tag
MacBookPro-NewEngland-213,VYLCWXLCDFZK,org.disa_stig.audit.plist,16,William Baker,2025-03-10 05:10:47,macOS 14.7.4,audit_files_owner_configure,76630282
MacBookAir-NorthCentral-214,KKS7VBD0REQ0,org.disa_stig.audit.plist,26,Emily Wilson,2025-03-10 11:08:35,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_logins",72205183
MacBookPro-PacificNorthWest-215,HWT5PSCKLJTE,org.disa_stig.audit.plist,25,Olivia Harris,2025-03-10 02:17:23,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_owner_configure",97396629
MacStudio-MountainWest-216,I8EGUE2FA13X,org.disa_stig.audit.plist,27,John Doe,2025-03-10 20:34:36,macOS 14.7.4,"audit_flags_authentication
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_administrator_actions",35097911
MacMini-NewEngland-217,BD9H070L95K6,org.disa_stig.audit.plist,65,Bob Brown,2025-03-10 02:45:19,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_files_owner_configure",36247784
MacStudio-South-218,4XHH9MH5OV45,org.disa_stig.audit.plist,31,Henry Martin,2025-03-10 09:57:16,macOS 14.2.1,audit_files_group_configure,51544017
MacBookAir-Southwest-219,LTQE304MWFGD,org.disa_stig.audit.plist,10,Olivia Harris,2025-03-10 04:03:02,macOS 14.5.0,"audit_configure_capacity_notify
audit_flags_authentication
audit_files_group_configure
audit_flags_logins
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_successful_auths",13163672
MacBookPro-Alaska-220,8KTCJ4CBURXX,org.disa_stig.audit.plist,69,Ethan Walker,2025-03-10 20:49:20,macOS 14.5.0,audit_flags_administrator_actions,66758341
MacMini-NewEngland-221,DT82QVO2LN3F,org.disa_stig.audit.plist,41,John Doe,2025-03-10 14:45:40,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_authentication
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_files_owner_configure",85614465
MacMini-Alaska-222,I7KZZ81I1AVK,org.disa_stig.audit.plist,20,Olivia Harris,2025-03-10 09:59:42,macOS 14.5.0,"audit_files_group_configure
audit_flags_logins
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_authentication
audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_owner_configure",74562699
MacBookPro-NewEngland-223,0DJ9LCP01BUS,org.disa_stig.audit.plist,0,Ethan Walker,2025-03-10 09:38:25,macOS 15.3.1,,13088828
MacStudio-NorthCentral-224,8C5CFASVGS5H,org.disa_stig.audit.plist,10,Noah Thompson,2025-03-10 08:51:53,macOS 14.7.4,"audit_files_group_configure
audit_flags_unsuccessful_auths",88170720
iMac-PacificNorthWest-225,638Z8Y7SJ5GC,org.disa_stig.audit.plist,36,Michael Scott,2025-03-10 09:27:38,macOS 15.3.1,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_authentication
audit_set_macOS_security_policy",59534306
iMac-South-226,X9FPZ6X5NOMO,org.disa_stig.audit.plist,47,David Clark,2025-03-10 16:53:24,macOS 14.7.4,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_group_configure",85149402
MacMini-NorthCentral-227,6YCP9NZJF2AR,org.disa_stig.audit.plist,45,Charlotte King,2025-03-10 11:32:02,macOS 14.7.4,audit_files_group_configure,02863894
MacMini-NorthCentral-228,AFTISMAO7U1U,org.disa_stig.audit.plist,10,Grace Lee,2025-03-10 16:18:46,macOS 14.2.1,"audit_flags_logins
audit_configure_capacity_notify
audit_files_group_configure
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_authentication",20764757
MacBookPro-South-229,L6OLG2UMV0AL,org.disa_stig.audit.plist,39,Michael Scott,2025-03-10 11:49:45,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_administrator_actions",44448740
MacBookPro-Southwest-230,CQVKSUVZ1MEB,org.disa_stig.audit.plist,24,John Doe,2025-03-10 23:27:56,macOS 14.5.0,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure",20146104
MacStudio-Southeast-231,PV4OUEIY7PHV,org.disa_stig.audit.plist,6,David Clark,2025-03-10 13:52:24,macOS 14.5.0,"audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_authentication
audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_owner_configure",13823433
MacBookAir-Mid-Atlantic-232,406V23RAC525,org.disa_stig.audit.plist,28,Michael Scott,2025-03-10 00:06:33,macOS 15.3.1,"audit_flags_logins
audit_files_group_configure
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_authentication
audit_files_owner_configure
audit_flags_administrator_actions",03980947
MacBookAir-MountainWest-233,ES10J99LUCK1,org.disa_stig.audit.plist,54,Frank Thomas,2025-03-10 01:14:46,macOS 15.3.1,"audit_files_group_configure
audit_flags_successful_auths
audit_configure_capacity_notify",24720857
MacBookPro-Mid-Atlantic-234,XIPNHQQ9CDX1,org.disa_stig.audit.plist,15,Frank Thomas,2025-03-10 18:44:59,macOS 14.2.1,"audit_files_owner_configure
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_administrator_actions",26471791
MacBookAir-Mid-Atlantic-235,E4CAKNI2UZZB,org.disa_stig.audit.plist,0,Alice Johnson,2025-03-10 01:46:01,macOS 14.7.4,,59043824
MacBookAir-Alaska-236,1E8CBH7XK3CV,org.disa_stig.audit.plist,33,Ava Martinez,2025-03-10 09:02:16,macOS 14.5.0,"audit_flags_logins
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",75325971
MacBookPro-Southeast-237,YEHFAL2DA9LX,org.disa_stig.audit.plist,34,Mason Carter,2025-03-10 12:04:39,macOS 14.7.4,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure
audit_flags_authentication",00272201
MacBookPro-Alaska-238,Y1OV2OVI9Y5T,org.disa_stig.audit.plist,46,Benjamin Young,2025-03-10 15:01:52,macOS 14.5.0,"audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",37002592
MacMini-PacificNorthWest-239,J4QRTNEMVC3N,org.disa_stig.audit.plist,61,Liam Roberts,2025-03-10 05:01:25,macOS 14.5.0,"audit_files_group_configure
audit_flags_logins
audit_flags_authentication
audit_flags_unsuccessful_auths",31532797
MacMini-NorthCentral-240,KVAM1J78877L,org.disa_stig.audit.plist,0,Ethan Walker,2025-03-10 14:02:48,macOS 15.3.1,,53685732
MacStudio-Mid-Atlantic-241,LXGVXPK2YRHM,org.disa_stig.audit.plist,55,David Clark,2025-03-10 16:20:30,macOS 15.3.1,audit_flags_authentication,78390835
MacMini-Alaska-242,7GS64V1DD01G,org.disa_stig.audit.plist,56,Emma Anderson,2025-03-10 17:31:36,macOS 14.5.0,"audit_set_macOS_security_policy
audit_files_group_configure
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_administrator_actions",74848725
MacStudio-Southeast-243,D4U5MM583EJM,org.disa_stig.audit.plist,13,Lucas Allen,2025-03-10 08:02:08,macOS 14.7.4,"audit_flags_successful_auths
audit_files_group_configure
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_logins
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",38965631
MacBookAir-NewEngland-244,GNZO3V3LCGRZ,org.disa_stig.audit.plist,55,William Baker,2025-03-10 10:18:09,macOS 14.7.4,"audit_flags_logins
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_files_owner_configure",23427820
MacBookPro-MountainWest-245,3IRD6JHVB4MA,org.disa_stig.audit.plist,50,Amelia Wright,2025-03-10 14:32:41,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_files_owner_configure
audit_files_group_configure",97316416
MacBookPro-Mid-Atlantic-246,M42EB3GGQ9TX,org.disa_stig.audit.plist,25,John Doe,2025-03-10 16:22:08,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_successful_auths",78761074
MacMini-Midwest-247,YJEEL7HRKONK,org.disa_stig.audit.plist,19,David Clark,2025-03-10 07:09:01,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions",95561473
MacStudio-Mid-Atlantic-248,FEQEGKH8ITYB,org.disa_stig.audit.plist,33,Emily Wilson,2025-03-10 16:26:18,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_logins
audit_files_owner_configure",49010965
MacStudio-Southwest-249,RCIWE53OBIOQ,org.disa_stig.audit.plist,16,Noah Thompson,2025-03-10 01:56:25,macOS 14.2.1,"audit_flags_logins
audit_files_group_configure
audit_flags_authentication",96015148
MacBookAir-Alaska-250,YPXOOCL5GN07,org.disa_stig.audit.plist,29,Frank Thomas,2025-03-10 06:50:56,macOS 14.2.1,"audit_files_group_configure
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_administrator_actions
audit_flags_authentication",02576807
MacStudio-Alaska-251,F432XJZY2UJ1,org.disa_stig.audit.plist,39,Ethan Walker,2025-03-10 04:41:44,macOS 14.2.1,"audit_files_owner_configure
audit_files_group_configure
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_configure_capacity_notify",67420803
MacMini-PacificNorthWest-252,B2876IQYBI05,org.disa_stig.audit.plist,63,Benjamin Young,2025-03-10 12:40:51,macOS 15.3.1,"audit_flags_authentication
audit_set_macOS_security_policy
audit_files_group_configure
audit_files_owner_configure
audit_flags_logins
audit_flags_successful_auths",93036855
MacMini-Southeast-253,GTIWP4C659RQ,org.disa_stig.audit.plist,24,Ethan Walker,2025-03-10 10:06:43,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_authentication
audit_flags_successful_auths
audit_flags_logins",60730744
MacStudio-NorthCentral-254,RB5751JM9I90,org.disa_stig.audit.plist,25,Amelia Wright,2025-03-10 00:15:27,macOS 14.7.4,"audit_flags_logins
audit_flags_authentication",63180667
MacBookAir-Alaska-255,BXCUET2R0AG8,org.disa_stig.audit.plist,36,Amelia Wright,2025-03-10 16:38:11,macOS 15.3.1,"audit_files_group_configure
audit_flags_successful_auths
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_authentication
audit_flags_logins",81756457
MacMini-Southwest-256,8NW2V2TFU3WW,org.disa_stig.audit.plist,55,Amelia Wright,2025-03-10 19:12:42,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_logins
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_files_owner_configure",03063997
MacBookAir-NewEngland-257,O5IEBZN2ZNBZ,org.disa_stig.audit.plist,23,Olivia Harris,2025-03-10 10:48:36,macOS 15.3.1,"audit_flags_successful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify
audit_files_owner_configure",12112626
MacBookPro-Alaska-258,TP99JB0PJKYS,org.disa_stig.audit.plist,59,Emily Wilson,2025-03-10 10:26:09,macOS 15.3.1,"audit_flags_authentication
audit_flags_successful_auths
audit_files_group_configure",69368950
MacMini-Southeast-259,6FK23JS24PFI,org.disa_stig.audit.plist,62,Frank Thomas,2025-03-10 02:31:52,macOS 14.7.4,audit_files_owner_configure,40368379
iMac-Southeast-260,22UDSURH2KQY,org.disa_stig.audit.plist,33,Alice Johnson,2025-03-10 03:42:23,macOS 14.2.1,"audit_flags_administrator_actions
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_logins
audit_configure_capacity_notify",43610191
iMac-South-261,BMF5101406T1,org.disa_stig.audit.plist,60,Emma Anderson,2025-03-10 09:46:16,macOS 14.5.0,"audit_flags_authentication
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_logins
audit_configure_capacity_notify
audit_flags_successful_auths",96054121
MacBookAir-Southeast-262,03J2B1BCJGCG,org.disa_stig.audit.plist,56,Sophia Lewis,2025-03-10 05:40:35,macOS 14.2.1,"audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_logins
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths",37535200
MacBookPro-Mid-Atlantic-263,K07005Y64USL,org.disa_stig.audit.plist,5,Emily Wilson,2025-03-10 23:08:43,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_logins
audit_files_group_configure
audit_files_owner_configure
audit_flags_successful_auths",48505379
MacMini-MountainWest-264,X1WM5NS3ZQ6L,org.disa_stig.audit.plist,5,Alexander Moore,2025-03-10 19:28:03,macOS 14.7.4,"audit_flags_successful_auths
audit_files_owner_configure
audit_flags_logins
audit_files_group_configure
audit_flags_unsuccessful_auths",39730769
iMac-Midwest-265,11UFCMCKHX7O,org.disa_stig.audit.plist,31,Sophia Lewis,2025-03-10 17:53:05,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_files_group_configure",07068924
MacBookAir-Alaska-266,8JWG22N8636D,org.disa_stig.audit.plist,48,Olivia Harris,2025-03-10 08:18:33,macOS 14.2.1,"audit_configure_capacity_notify
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_successful_auths
audit_flags_unsuccessful_auths",88673157
MacStudio-Southeast-267,2J2Y3KUUDJ5R,org.disa_stig.audit.plist,15,Frank Thomas,2025-03-10 09:45:57,macOS 14.2.1,"audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_administrator_actions",97141904
iMac-PacificNorthWest-268,H3FDR5ANG928,org.disa_stig.audit.plist,0,Liam Roberts,2025-03-10 11:30:21,macOS 14.2.1,,71458438
MacBookPro-Southwest-269,HKPD87KAUZ3L,org.disa_stig.audit.plist,27,Olivia Harris,2025-03-10 22:56:13,macOS 14.5.0,"audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure",41958762
MacStudio-Alaska-270,3EHY6K71UQUZ,org.disa_stig.audit.plist,14,Noah Thompson,2025-03-10 17:47:15,macOS 14.2.1,"audit_flags_authentication
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_logins",23665671
MacStudio-Mid-Atlantic-271,1DM5JDADQR4N,org.disa_stig.audit.plist,0,Frank Thomas,2025-03-10 18:37:05,macOS 15.3.1,,87190286
MacBookAir-PacificNorthWest-272,PBOB0C33S5FL,org.disa_stig.audit.plist,40,Charlotte King,2025-03-10 02:35:23,macOS 14.7.4,"audit_files_group_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_successful_auths",63687103
iMac-Southwest-273,Y1CJPJWGSNGO,org.disa_stig.audit.plist,16,Frank Thomas,2025-03-10 06:23:52,macOS 15.3.1,audit_flags_authentication,36289435
MacStudio-South-274,9H6YN030KQYD,org.disa_stig.audit.plist,64,Lucas Allen,2025-03-10 03:56:04,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy",54292102
MacBookAir-Mid-Atlantic-275,GHX81NOXORVX,org.disa_stig.audit.plist,44,Abigail Hill,2025-03-10 20:03:34,macOS 14.2.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_authentication
audit_flags_unsuccessful_auths",35912098
iMac-Southwest-276,ELDIU9L0EEHX,org.disa_stig.audit.plist,40,William Baker,2025-03-10 04:39:04,macOS 14.5.0,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_group_configure
audit_files_owner_configure
audit_flags_authentication
audit_flags_administrator_actions
audit_set_macOS_security_policy",99221225
MacMini-Southwest-277,P79LVPCZGNWC,org.disa_stig.audit.plist,45,Harper Adams,2025-03-10 21:06:11,macOS 14.5.0,"audit_flags_administrator_actions
audit_flags_authentication
audit_flags_logins",93814138
MacStudio-Midwest-278,ZV31VEUFNMS8,org.disa_stig.audit.plist,21,Emily Wilson,2025-03-10 10:13:49,macOS 14.7.4,"audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_administrator_actions
audit_flags_authentication
audit_configure_capacity_notify",17222215
MacStudio-NewEngland-279,XBOZG569TOCD,org.disa_stig.audit.plist,0,James Hall,2025-03-10 23:58:10,macOS 14.5.0,,52735558
MacStudio-Southwest-280,R3G8VV7EL64M,org.disa_stig.audit.plist,57,Noah Thompson,2025-03-10 16:54:59,macOS 14.5.0,"audit_files_group_configure
audit_flags_authentication
audit_flags_logins
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_unsuccessful_auths",71358020
MacMini-MountainWest-281,0VFPQ8U5YTEQ,org.disa_stig.audit.plist,34,Charlie Davis,2025-03-10 23:40:16,macOS 14.7.4,"audit_files_group_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_flags_logins
audit_flags_unsuccessful_auths",85662556
MacMini-Southwest-282,UVCOIX9V1UDZ,org.disa_stig.audit.plist,57,Sophia Lewis,2025-03-10 16:45:04,macOS 15.3.1,audit_flags_successful_auths,56639605
MacBookAir-Midwest-283,YTLXZUHHCB35,org.disa_stig.audit.plist,48,Isabella White,2025-03-10 02:30:40,macOS 14.5.0,"audit_flags_authentication
audit_flags_logins
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_unsuccessful_auths",98102349
MacBookPro-Midwest-284,R9SV6K5PRJT8,org.disa_stig.audit.plist,65,Charlotte King,2025-03-10 09:56:28,macOS 14.2.1,"audit_flags_administrator_actions
audit_files_owner_configure",15123697
MacMini-Southwest-285,V3D7WRX96N7R,org.disa_stig.audit.plist,17,Mason Carter,2025-03-10 01:34:57,macOS 14.2.1,audit_flags_logins,49091348
iMac-Midwest-286,5G3TLRZPU5Y2,org.disa_stig.audit.plist,45,Lucas Allen,2025-03-10 08:17:20,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_successful_auths
audit_files_owner_configure
audit_files_group_configure",27920714
MacBookAir-NewEngland-287,61OTWYNLFAN0,org.disa_stig.audit.plist,0,Bob Brown,2025-03-10 06:04:41,macOS 15.3.1,,30691330
MacBookPro-Midwest-288,QA5QFYVRMVGA,org.disa_stig.audit.plist,31,Liam Roberts,2025-03-10 06:40:44,macOS 15.3.1,"audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_logins
audit_flags_authentication
audit_flags_administrator_actions",93106730
MacBookPro-Southwest-289,9UUKSANK1JSD,org.disa_stig.audit.plist,8,William Baker,2025-03-10 07:39:24,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_administrator_actions",27011367
MacMini-Southwest-290,5RVZROL6Q6WH,org.disa_stig.audit.plist,30,Alice Johnson,2025-03-10 08:08:57,macOS 14.5.0,"audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_unsuccessful_auths",55193893
MacMini-Midwest-291,YFHYO65DMYK6,org.disa_stig.audit.plist,35,William Baker,2025-03-10 03:31:30,macOS 15.3.1,"audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_authentication",07146854
iMac-PacificNorthWest-292,KBAY02JO9ZWK,org.disa_stig.audit.plist,15,Ethan Walker,2025-03-10 16:45:19,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",77907349
MacMini-Southeast-293,876UPH1ZH05D,org.disa_stig.audit.plist,39,Bob Brown,2025-03-10 02:41:10,macOS 14.2.1,"audit_flags_successful_auths
audit_flags_logins
audit_flags_unsuccessful_auths",60353906
iMac-Southwest-294,IAKUEAF3TVW0,org.disa_stig.audit.plist,47,Amelia Wright,2025-03-10 19:02:27,macOS 14.7.4,"audit_flags_successful_auths
audit_files_owner_configure
audit_files_group_configure",63687108
MacMini-MountainWest-295,14NV5J040ZU4,org.disa_stig.audit.plist,35,Ethan Walker,2025-03-10 05:00:57,macOS 14.7.4,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_owner_configure
audit_flags_logins",52389158
MacStudio-South-296,PACAU20D50E7,org.disa_stig.audit.plist,45,Abigail Hill,2025-03-10 23:45:46,macOS 15.3.1,"audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_logins
audit_flags_successful_auths",49089043
MacBookAir-Alaska-297,FDX75IS70RWI,org.disa_stig.audit.plist,25,David Clark,2025-03-10 19:52:52,macOS 14.5.0,"audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_unsuccessful_auths",31647265
MacStudio-Alaska-298,NSD8ZG7YYDRF,org.disa_stig.audit.plist,33,Harper Adams,2025-03-10 03:02:43,macOS 15.3.1,"audit_flags_authentication
audit_files_group_configure
audit_configure_capacity_notify",53491705
MacBookAir-MountainWest-299,XFJ0ULZPYE96,org.disa_stig.audit.plist,39,Bob Brown,2025-03-10 13:33:08,macOS 14.7.4,"audit_flags_successful_auths
audit_files_owner_configure
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_group_configure",69038678
MacStudio-South-300,IQWHCBFSPAFR,org.disa_stig.audit.plist,67,Olivia Harris,2025-03-10 18:18:04,macOS 15.3.1,"audit_files_owner_configure
audit_flags_logins
audit_flags_administrator_actions
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_authentication",21741031
MacBookAir-Alaska-301,OY8UNWWS1Q9G,org.disa_stig.audit.plist,50,Harper Adams,2025-03-10 21:10:32,macOS 14.5.0,"audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_unsuccessful_auths",96162400
MacStudio-NewEngland-302,PPPW4S6206QJ,org.disa_stig.audit.plist,59,Abigail Hill,2025-03-10 07:05:57,macOS 14.5.0,"audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_logins
audit_configure_capacity_notify
audit_flags_successful_auths",95629922
iMac-South-303,CWBTYZPRKWDE,org.disa_stig.audit.plist,36,Lucas Allen,2025-03-10 23:54:43,macOS 14.2.1,"audit_flags_logins
audit_flags_successful_auths
audit_configure_capacity_notify",54255694
MacStudio-PacificNorthWest-304,LSSO7RVOZXE2,org.disa_stig.audit.plist,48,Harper Adams,2025-03-10 15:01:22,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_logins",51488509
MacBookAir-Southwest-305,L659JMC9KT2V,org.disa_stig.audit.plist,38,David Clark,2025-03-10 23:44:09,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_flags_logins
audit_files_group_configure
audit_set_macOS_security_policy",78524042
MacBookPro-Mid-Atlantic-306,ZZSZNHOTYFGR,org.disa_stig.audit.plist,52,Grace Lee,2025-03-10 06:10:43,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_logins
audit_files_group_configure
audit_flags_administrator_actions",00464181
MacBookPro-MountainWest-307,OX8JCSYD2UDM,org.disa_stig.audit.plist,19,Emily Wilson,2025-03-10 19:38:42,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_logins",24887786
MacBookPro-Southwest-308,BBZKS1OW7FYJ,org.disa_stig.audit.plist,10,Jane Smith,2025-03-10 07:47:39,macOS 14.5.0,"audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_authentication
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_logins",49439456
MacMini-MountainWest-309,PHOAUJ2FTNZW,org.disa_stig.audit.plist,23,Jane Smith,2025-03-10 10:24:32,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_logins
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_administrator_actions",87082838
iMac-MountainWest-310,DJJX3W9R6M95,org.disa_stig.audit.plist,51,Elijah Nelson,2025-03-10 11:14:08,macOS 15.3.1,"audit_flags_authentication
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_configure_capacity_notify",43601465
iMac-NorthCentral-311,3L052HHBNN9F,org.disa_stig.audit.plist,55,James Hall,2025-03-10 04:52:29,macOS 14.5.0,audit_files_group_configure,47858484
MacMini-South-312,MEU5K2X1U6E4,org.disa_stig.audit.plist,47,William Baker,2025-03-10 14:19:10,macOS 15.3.1,"audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_logins
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",62350061
MacBookAir-Southeast-313,5GZHCU9AJL5L,org.disa_stig.audit.plist,60,Grace Lee,2025-03-10 19:37:50,macOS 14.5.0,audit_flags_authentication,21814485
MacBookAir-Southeast-314,G5FGLCXYU8UQ,org.disa_stig.audit.plist,21,Michael Scott,2025-03-10 08:11:01,macOS 14.7.4,"audit_flags_authentication
audit_flags_administrator_actions
audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_owner_configure",73966226
MacStudio-Southeast-315,S1UMP8BUD9N5,org.disa_stig.audit.plist,9,Mason Carter,2025-03-10 09:42:44,macOS 14.2.1,audit_flags_administrator_actions,53297333
MacBookPro-MountainWest-316,63BP5JLB8O3C,org.disa_stig.audit.plist,49,David Clark,2025-03-10 16:28:00,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_logins
audit_set_macOS_security_policy",58134506
