Computer Name,Serial Number,Compliance - mSCP Version,Compliance - Failed mSCP Results Count,Full Name,Last Inventory Update,Operating System,Compliance - Failed mSCP Result List,Asset Tag
MacStudio-South-205,NA96TUSLNF43,org.disa_stig.audit.plist,17,Charlotte King,2025-03-03 15:54:43,macOS 14.7.4,"audit_flags_logins
audit_flags_administrator_actions
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_group_configure",13741032
MacBookPro-PacificNorthWest-206,ZUHIIU2NU75C,org.disa_stig.audit.plist,6,Mason Carter,2025-03-03 09:07:25,macOS 14.2.1,"audit_flags_successful_auths
audit_flags_administrator_actions
audit_files_owner_configure
audit_set_macOS_security_policy",55590472
MacMini-NorthCentral-207,C5MRFFKPXUA3,org.disa_stig.audit.plist,0,Lucas Allen,2025-03-03 05:25:57,macOS 14.5.0,,53439104
MacBookAir-South-208,2095H9WTNXGX,org.disa_stig.audit.plist,24,Grace Lee,2025-03-03 08:58:25,macOS 14.7.4,"audit_flags_successful_auths
audit_set_macOS_security_policy
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_authentication
audit_flags_administrator_actions",05177296
MacBookPro-MountainWest-209,RRJJCF8D5V57,org.disa_stig.audit.plist,47,Emma Anderson,2025-03-03 03:24:08,macOS 14.7.4,"audit_files_owner_configure
audit_flags_logins
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_authentication",35828561
MacMini-MountainWest-210,SRI1ZOEVQZXM,org.disa_stig.audit.plist,30,Henry Martin,2025-03-03 04:38:48,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_logins",91289598
MacBookAir-Mid-Atlantic-211,1P5E2U3QST2C,org.disa_stig.audit.plist,61,Amelia Wright,2025-03-03 12:49:50,macOS 14.5.0,"audit_flags_administrator_actions
audit_configure_capacity_notify",22650955
MacBookAir-South-212,O96WJY4J1C1L,org.disa_stig.audit.plist,31,Mason Carter,2025-03-03 11:01:16,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_logins
audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy",31885173
MacBookPro-NewEngland-213,VYLCWXLCDFZK,org.disa_stig.audit.plist,42,William Baker,2025-03-03 16:34:17,macOS 14.7.4,audit_flags_administrator_actions,76630282
MacBookAir-NorthCentral-214,KKS7VBD0REQ0,org.disa_stig.audit.plist,69,Emily Wilson,2025-03-03 15:40:41,macOS 14.7.4,"audit_files_group_configure
audit_flags_authentication
audit_flags_logins
audit_flags_successful_auths
audit_files_owner_configure
audit_set_macOS_security_policy",72205183
MacBookPro-PacificNorthWest-215,HWT5PSCKLJTE,org.disa_stig.audit.plist,27,Olivia Harris,2025-03-03 16:30:48,macOS 15.3.1,"audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_logins
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_authentication",97396629
MacStudio-MountainWest-216,I8EGUE2FA13X,org.disa_stig.audit.plist,35,John Doe,2025-03-03 12:11:19,macOS 14.7.4,audit_flags_successful_auths,35097911
MacMini-NewEngland-217,BD9H070L95K6,org.disa_stig.audit.plist,52,Bob Brown,2025-03-03 07:18:33,macOS 14.2.1,"audit_flags_logins
audit_flags_unsuccessful_auths",36247784
MacStudio-South-218,4XHH9MH5OV45,org.disa_stig.audit.plist,30,Henry Martin,2025-03-03 03:16:15,macOS 14.2.1,"audit_files_group_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_successful_auths",51544017
MacBookAir-Southwest-219,LTQE304MWFGD,org.disa_stig.audit.plist,60,Olivia Harris,2025-03-03 09:36:36,macOS 14.5.0,"audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_authentication",13163672
MacBookPro-Alaska-220,8KTCJ4CBURXX,org.disa_stig.audit.plist,15,Ethan Walker,2025-03-03 00:50:24,macOS 14.5.0,"audit_files_owner_configure
audit_flags_logins
audit_configure_capacity_notify
audit_flags_successful_auths",66758341
MacMini-NewEngland-221,DT82QVO2LN3F,org.disa_stig.audit.plist,21,John Doe,2025-03-03 05:39:42,macOS 15.3.1,audit_flags_successful_auths,85614465
MacMini-Alaska-222,I7KZZ81I1AVK,org.disa_stig.audit.plist,27,Olivia Harris,2025-03-03 21:51:17,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_flags_logins",74562699
MacBookPro-NewEngland-223,0DJ9LCP01BUS,org.disa_stig.audit.plist,0,Ethan Walker,2025-03-03 01:27:12,macOS 15.3.1,,13088828
MacStudio-NorthCentral-224,8C5CFASVGS5H,org.disa_stig.audit.plist,56,Noah Thompson,2025-03-03 10:22:45,macOS 14.7.4,"audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication",88170720
iMac-PacificNorthWest-225,638Z8Y7SJ5GC,org.disa_stig.audit.plist,54,Michael Scott,2025-03-03 08:27:12,macOS 15.3.1,"audit_files_owner_configure
audit_flags_successful_auths
audit_configure_capacity_notify",59534306
iMac-South-226,X9FPZ6X5NOMO,org.disa_stig.audit.plist,28,David Clark,2025-03-03 02:09:58,macOS 14.7.4,"audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_successful_auths",85149402
MacMini-NorthCentral-227,6YCP9NZJF2AR,org.disa_stig.audit.plist,53,Charlotte King,2025-03-03 07:26:46,macOS 14.7.4,audit_flags_logins,02863894
MacMini-NorthCentral-228,AFTISMAO7U1U,org.disa_stig.audit.plist,13,Grace Lee,2025-03-03 04:02:16,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_authentication
audit_files_owner_configure
audit_configure_capacity_notify",20764757
MacBookPro-South-229,L6OLG2UMV0AL,org.disa_stig.audit.plist,55,Michael Scott,2025-03-03 15:15:12,macOS 14.7.4,"audit_configure_capacity_notify
audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy",44448740
MacBookPro-Southwest-230,CQVKSUVZ1MEB,org.disa_stig.audit.plist,24,John Doe,2025-03-03 13:05:31,macOS 14.5.0,"audit_files_group_configure
audit_set_macOS_security_policy",20146104
MacStudio-Southeast-231,PV4OUEIY7PHV,org.disa_stig.audit.plist,14,David Clark,2025-03-03 08:57:35,macOS 14.5.0,"audit_flags_authentication
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_unsuccessful_auths",13823433
MacBookAir-Mid-Atlantic-232,406V23RAC525,org.disa_stig.audit.plist,55,Michael Scott,2025-03-03 00:02:36,macOS 15.3.1,"audit_flags_authentication
audit_set_macOS_security_policy
audit_configure_capacity_notify",03980947
MacBookAir-MountainWest-233,ES10J99LUCK1,org.disa_stig.audit.plist,46,Frank Thomas,2025-03-03 23:21:55,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_logins
audit_files_group_configure",24720857
MacBookPro-Mid-Atlantic-234,XIPNHQQ9CDX1,org.disa_stig.audit.plist,17,Frank Thomas,2025-03-03 12:57:55,macOS 14.2.1,"audit_files_group_configure
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_successful_auths
audit_flags_unsuccessful_auths",26471791
MacBookAir-Mid-Atlantic-235,E4CAKNI2UZZB,org.disa_stig.audit.plist,0,Alice Johnson,2025-03-03 02:16:25,macOS 14.7.4,,59043824
MacBookAir-Alaska-236,1E8CBH7XK3CV,org.disa_stig.audit.plist,63,Ava Martinez,2025-03-03 10:52:40,macOS 14.5.0,"audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_successful_auths
audit_flags_logins
audit_set_macOS_security_policy
audit_flags_authentication
audit_files_owner_configure",75325971
MacBookPro-Southeast-237,YEHFAL2DA9LX,org.disa_stig.audit.plist,17,Mason Carter,2025-03-03 20:38:00,macOS 14.7.4,"audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_logins
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_successful_auths",00272201
MacBookPro-Alaska-238,Y1OV2OVI9Y5T,org.disa_stig.audit.plist,24,Benjamin Young,2025-03-03 12:15:13,macOS 14.5.0,"audit_files_group_configure
audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_logins
audit_flags_successful_auths
audit_configure_capacity_notify",37002592
MacMini-PacificNorthWest-239,J4QRTNEMVC3N,org.disa_stig.audit.plist,18,Liam Roberts,2025-03-03 18:48:01,macOS 14.5.0,"audit_flags_unsuccessful_auths
audit_flags_logins
audit_set_macOS_security_policy",31532797
MacMini-NorthCentral-240,KVAM1J78877L,org.disa_stig.audit.plist,0,Ethan Walker,2025-03-03 03:35:31,macOS 15.3.1,,53685732
MacStudio-Mid-Atlantic-241,LXGVXPK2YRHM,org.disa_stig.audit.plist,15,David Clark,2025-03-03 08:04:44,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_flags_successful_auths
audit_flags_logins
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_owner_configure",78390835
MacMini-Alaska-242,7GS64V1DD01G,org.disa_stig.audit.plist,14,Emma Anderson,2025-03-03 09:58:09,macOS 14.5.0,"audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_logins",74848725
MacStudio-Southeast-243,D4U5MM583EJM,org.disa_stig.audit.plist,35,Lucas Allen,2025-03-03 21:16:07,macOS 14.7.4,"audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_logins
audit_files_owner_configure
audit_flags_authentication",38965631
MacBookAir-NewEngland-244,GNZO3V3LCGRZ,org.disa_stig.audit.plist,61,William Baker,2025-03-03 07:16:04,macOS 14.7.4,"audit_flags_logins
audit_files_owner_configure
audit_flags_successful_auths
audit_flags_administrator_actions",23427820
MacBookPro-MountainWest-245,3IRD6JHVB4MA,org.disa_stig.audit.plist,40,Amelia Wright,2025-03-03 06:40:47,macOS 15.3.1,"audit_flags_logins
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_successful_auths
audit_files_group_configure
audit_flags_unsuccessful_auths",97316416
MacBookPro-Mid-Atlantic-246,M42EB3GGQ9TX,org.disa_stig.audit.plist,56,John Doe,2025-03-03 05:10:55,macOS 15.3.1,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_files_group_configure",78761074
MacMini-Midwest-247,YJEEL7HRKONK,org.disa_stig.audit.plist,39,David Clark,2025-03-03 18:18:02,macOS 15.3.1,"audit_flags_logins
audit_flags_unsuccessful_auths
audit_flags_successful_auths",95561473
MacStudio-Mid-Atlantic-248,FEQEGKH8ITYB,org.disa_stig.audit.plist,31,Emily Wilson,2025-03-03 04:27:45,macOS 14.7.4,"audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_flags_logins
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_authentication",49010965
MacStudio-Southwest-249,RCIWE53OBIOQ,org.disa_stig.audit.plist,67,Noah Thompson,2025-03-03 00:35:37,macOS 14.2.1,"audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_successful_auths",96015148
MacBookAir-Alaska-250,YPXOOCL5GN07,org.disa_stig.audit.plist,64,Frank Thomas,2025-03-03 10:13:00,macOS 14.2.1,"audit_files_owner_configure
audit_flags_administrator_actions
audit_flags_authentication
audit_flags_successful_auths
audit_flags_logins",02576807
MacStudio-Alaska-251,F432XJZY2UJ1,org.disa_stig.audit.plist,58,Ethan Walker,2025-03-03 18:11:57,macOS 14.2.1,"audit_flags_administrator_actions
audit_flags_successful_auths",67420803
MacMini-PacificNorthWest-252,B2876IQYBI05,org.disa_stig.audit.plist,66,Benjamin Young,2025-03-03 00:38:13,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_flags_logins
audit_files_owner_configure
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_successful_auths
audit_flags_administrator_actions",93036855
MacMini-Southeast-253,GTIWP4C659RQ,org.disa_stig.audit.plist,49,Ethan Walker,2025-03-03 21:08:38,macOS 14.5.0,"audit_files_group_configure
audit_flags_authentication
audit_flags_successful_auths
audit_flags_logins
audit_flags_unsuccessful_auths
audit_configure_capacity_notify",60730744
MacStudio-NorthCentral-254,RB5751JM9I90,org.disa_stig.audit.plist,14,Amelia Wright,2025-03-03 10:49:49,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_files_group_configure
audit_flags_administrator_actions
audit_flags_logins
audit_flags_authentication",63180667
MacBookAir-Alaska-255,BXCUET2R0AG8,org.disa_stig.audit.plist,33,Amelia Wright,2025-03-03 18:42:15,macOS 15.3.1,"audit_flags_logins
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_successful_auths
audit_flags_authentication",81756457
MacMini-Southwest-256,8NW2V2TFU3WW,org.disa_stig.audit.plist,8,Amelia Wright,2025-03-03 12:04:03,macOS 14.7.4,"audit_files_group_configure
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_logins
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_successful_auths",03063997
MacBookAir-NewEngland-257,O5IEBZN2ZNBZ,org.disa_stig.audit.plist,54,Olivia Harris,2025-03-03 22:35:01,macOS 15.3.1,audit_flags_administrator_actions,12112626
MacBookPro-Alaska-258,TP99JB0PJKYS,org.disa_stig.audit.plist,29,Emily Wilson,2025-03-03 03:24:48,macOS 15.3.1,"audit_flags_administrator_actions
audit_files_owner_configure",69368950
MacMini-Southeast-259,6FK23JS24PFI,org.disa_stig.audit.plist,34,Frank Thomas,2025-03-03 20:26:08,macOS 14.7.4,"audit_files_owner_configure
audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication
audit_set_macOS_security_policy
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths",40368379
iMac-Southeast-260,22UDSURH2KQY,org.disa_stig.audit.plist,70,Alice Johnson,2025-03-03 09:41:52,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_logins
audit_set_macOS_security_policy",43610191
iMac-South-261,BMF5101406T1,org.disa_stig.audit.plist,43,Emma Anderson,2025-03-03 21:23:36,macOS 14.5.0,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication",96054121
MacBookAir-Southeast-262,03J2B1BCJGCG,org.disa_stig.audit.plist,6,Sophia Lewis,2025-03-03 20:36:10,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_authentication",37535200
MacBookPro-Mid-Atlantic-263,K07005Y64USL,org.disa_stig.audit.plist,25,Emily Wilson,2025-03-03 20:16:42,macOS 15.3.1,"audit_flags_logins
audit_flags_successful_auths
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_owner_configure",48505379
MacMini-MountainWest-264,X1WM5NS3ZQ6L,org.disa_stig.audit.plist,16,Alexander Moore,2025-03-03 05:01:38,macOS 14.7.4,"audit_flags_successful_auths
audit_flags_authentication
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_logins
audit_files_owner_configure
audit_flags_unsuccessful_auths",39730769
iMac-Midwest-265,11UFCMCKHX7O,org.disa_stig.audit.plist,36,Sophia Lewis,2025-03-03 01:49:50,macOS 14.7.4,audit_flags_logins,07068924
MacBookAir-Alaska-266,8JWG22N8636D,org.disa_stig.audit.plist,31,Olivia Harris,2025-03-03 19:27:24,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_files_owner_configure
audit_flags_logins
audit_set_macOS_security_policy",88673157
MacStudio-Southeast-267,2J2Y3KUUDJ5R,org.disa_stig.audit.plist,65,Frank Thomas,2025-03-03 02:06:00,macOS 14.2.1,"audit_flags_administrator_actions
audit_flags_authentication
audit_files_owner_configure
audit_set_macOS_security_policy
audit_configure_capacity_notify
audit_flags_successful_auths
audit_files_group_configure
audit_flags_logins",97141904
iMac-PacificNorthWest-268,H3FDR5ANG928,org.disa_stig.audit.plist,0,Liam Roberts,2025-03-03 01:36:54,macOS 14.2.1,,71458438
MacBookPro-Southwest-269,HKPD87KAUZ3L,org.disa_stig.audit.plist,33,Olivia Harris,2025-03-03 18:15:27,macOS 14.5.0,audit_flags_administrator_actions,41958762
MacStudio-Alaska-270,3EHY6K71UQUZ,org.disa_stig.audit.plist,45,Noah Thompson,2025-03-03 22:36:16,macOS 14.2.1,"audit_set_macOS_security_policy
audit_flags_logins
audit_configure_capacity_notify
audit_files_group_configure",23665671
MacStudio-Mid-Atlantic-271,1DM5JDADQR4N,org.disa_stig.audit.plist,0,Frank Thomas,2025-03-03 23:15:52,macOS 15.3.1,,87190286
MacBookAir-PacificNorthWest-272,PBOB0C33S5FL,org.disa_stig.audit.plist,22,Charlotte King,2025-03-03 16:17:52,macOS 14.7.4,"audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_successful_auths
audit_files_owner_configure
audit_flags_logins
audit_flags_unsuccessful_auths",63687103
iMac-Southwest-273,Y1CJPJWGSNGO,org.disa_stig.audit.plist,16,Frank Thomas,2025-03-03 11:15:43,macOS 15.3.1,"audit_files_group_configure
audit_files_owner_configure
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_unsuccessful_auths",36289435
MacStudio-South-274,9H6YN030KQYD,org.disa_stig.audit.plist,7,Lucas Allen,2025-03-03 08:06:54,macOS 14.5.0,"audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_logins
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_files_group_configure
audit_flags_successful_auths
audit_flags_authentication",54292102
MacBookAir-Mid-Atlantic-275,GHX81NOXORVX,org.disa_stig.audit.plist,22,Abigail Hill,2025-03-03 05:29:44,macOS 14.2.1,"audit_files_group_configure
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_logins
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_flags_administrator_actions",35912098
iMac-Southwest-276,ELDIU9L0EEHX,org.disa_stig.audit.plist,26,William Baker,2025-03-03 18:11:39,macOS 14.5.0,audit_flags_authentication,99221225
MacMini-Southwest-277,P79LVPCZGNWC,org.disa_stig.audit.plist,67,Harper Adams,2025-03-03 10:20:45,macOS 14.5.0,"audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_group_configure",93814138
MacStudio-Midwest-278,ZV31VEUFNMS8,org.disa_stig.audit.plist,59,Emily Wilson,2025-03-03 01:33:48,macOS 14.7.4,"audit_set_macOS_security_policy
audit_flags_logins",17222215
MacStudio-NewEngland-279,XBOZG569TOCD,org.disa_stig.audit.plist,0,James Hall,2025-03-03 12:41:12,macOS 14.5.0,,52735558
MacStudio-Southwest-280,R3G8VV7EL64M,org.disa_stig.audit.plist,48,Noah Thompson,2025-03-03 22:53:53,macOS 14.5.0,"audit_configure_capacity_notify
audit_files_group_configure
audit_set_macOS_security_policy",71358020
MacMini-MountainWest-281,0VFPQ8U5YTEQ,org.disa_stig.audit.plist,63,Charlie Davis,2025-03-03 05:47:27,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_configure_capacity_notify
audit_files_group_configure",85662556
MacMini-Southwest-282,UVCOIX9V1UDZ,org.disa_stig.audit.plist,70,Sophia Lewis,2025-03-03 10:18:24,macOS 15.3.1,"audit_configure_capacity_notify
audit_flags_administrator_actions
audit_files_owner_configure
audit_flags_authentication
audit_flags_logins
audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy",56639605
MacBookAir-Midwest-283,YTLXZUHHCB35,org.disa_stig.audit.plist,37,Isabella White,2025-03-03 17:22:55,macOS 14.5.0,"audit_flags_logins
audit_configure_capacity_notify
audit_flags_authentication",98102349
MacBookPro-Midwest-284,R9SV6K5PRJT8,org.disa_stig.audit.plist,21,Charlotte King,2025-03-03 22:43:40,macOS 14.2.1,"audit_flags_logins
audit_configure_capacity_notify
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_unsuccessful_auths",15123697
MacMini-Southwest-285,V3D7WRX96N7R,org.disa_stig.audit.plist,59,Mason Carter,2025-03-03 17:21:47,macOS 14.2.1,"audit_flags_authentication
audit_flags_administrator_actions",49091348
iMac-Midwest-286,5G3TLRZPU5Y2,org.disa_stig.audit.plist,65,Lucas Allen,2025-03-03 21:41:08,macOS 14.2.1,"audit_flags_unsuccessful_auths
audit_flags_successful_auths
audit_flags_logins
audit_files_group_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_set_macOS_security_policy
audit_files_owner_configure
audit_flags_administrator_actions",27920714
MacBookAir-NewEngland-287,61OTWYNLFAN0,org.disa_stig.audit.plist,0,Bob Brown,2025-03-03 18:41:48,macOS 15.3.1,,30691330
MacBookPro-Midwest-288,QA5QFYVRMVGA,org.disa_stig.audit.plist,62,Liam Roberts,2025-03-03 16:39:00,macOS 15.3.1,audit_flags_authentication,93106730
MacBookPro-Southwest-289,9UUKSANK1JSD,org.disa_stig.audit.plist,27,William Baker,2025-03-03 12:03:28,macOS 14.7.4,"audit_flags_logins
audit_flags_administrator_actions
audit_flags_authentication",27011367
MacMini-Southwest-290,5RVZROL6Q6WH,org.disa_stig.audit.plist,22,Alice Johnson,2025-03-03 19:36:32,macOS 14.5.0,"audit_flags_logins
audit_flags_successful_auths
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_administrator_actions
audit_set_macOS_security_policy",55193893
MacMini-Midwest-291,YFHYO65DMYK6,org.disa_stig.audit.plist,69,William Baker,2025-03-03 14:46:14,macOS 15.3.1,"audit_files_group_configure
audit_configure_capacity_notify
audit_files_owner_configure
audit_flags_unsuccessful_auths
audit_set_macOS_security_policy
audit_flags_logins
audit_flags_administrator_actions
audit_flags_successful_auths",07146854
iMac-PacificNorthWest-292,KBAY02JO9ZWK,org.disa_stig.audit.plist,38,Ethan Walker,2025-03-03 23:44:45,macOS 15.3.1,"audit_set_macOS_security_policy
audit_flags_successful_auths
audit_flags_logins
audit_files_owner_configure
audit_configure_capacity_notify
audit_flags_authentication
audit_files_group_configure
audit_flags_unsuccessful_auths",77907349
MacMini-Southeast-293,876UPH1ZH05D,org.disa_stig.audit.plist,7,Bob Brown,2025-03-03 15:45:41,macOS 14.2.1,audit_flags_authentication,60353906
iMac-Southwest-294,IAKUEAF3TVW0,org.disa_stig.audit.plist,39,Amelia Wright,2025-03-03 20:19:27,macOS 14.7.4,"audit_flags_administrator_actions
audit_files_group_configure
audit_files_owner_configure
audit_flags_authentication
audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_logins",63687108
MacMini-MountainWest-295,14NV5J040ZU4,org.disa_stig.audit.plist,25,Ethan Walker,2025-03-03 13:07:52,macOS 14.7.4,"audit_flags_logins
audit_files_owner_configure
audit_flags_authentication
audit_flags_administrator_actions
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_configure_capacity_notify",52389158
MacStudio-South-296,PACAU20D50E7,org.disa_stig.audit.plist,13,Abigail Hill,2025-03-03 05:41:31,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_files_group_configure
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_flags_logins",49089043
MacBookAir-Alaska-297,FDX75IS70RWI,org.disa_stig.audit.plist,28,David Clark,2025-03-03 17:02:41,macOS 14.5.0,audit_set_macOS_security_policy,31647265
MacStudio-Alaska-298,NSD8ZG7YYDRF,org.disa_stig.audit.plist,59,Harper Adams,2025-03-03 03:16:18,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_logins
audit_configure_capacity_notify
audit_flags_administrator_actions
audit_files_group_configure
audit_flags_authentication
audit_flags_unsuccessful_auths
audit_files_owner_configure
audit_set_macOS_security_policy",53491705
MacBookAir-MountainWest-299,XFJ0ULZPYE96,org.disa_stig.audit.plist,39,Bob Brown,2025-03-03 22:32:16,macOS 14.7.4,"audit_flags_unsuccessful_auths
audit_flags_administrator_actions",69038678
MacStudio-South-300,IQWHCBFSPAFR,org.disa_stig.audit.plist,51,Olivia Harris,2025-03-03 22:53:23,macOS 15.3.1,"audit_flags_successful_auths
audit_files_group_configure
audit_configure_capacity_notify
audit_files_owner_configure",21741031
MacBookAir-Alaska-301,OY8UNWWS1Q9G,org.disa_stig.audit.plist,44,Harper Adams,2025-03-03 06:37:53,macOS 14.5.0,"audit_set_macOS_security_policy
audit_flags_unsuccessful_auths
audit_configure_capacity_notify
audit_flags_logins
audit_files_owner_configure
audit_flags_authentication
audit_files_group_configure
audit_flags_successful_auths",96162400
MacStudio-NewEngland-302,PPPW4S6206QJ,org.disa_stig.audit.plist,19,Abigail Hill,2025-03-03 15:02:33,macOS 14.5.0,"audit_files_group_configure
audit_flags_successful_auths
audit_set_macOS_security_policy
audit_flags_logins",95629922
iMac-South-303,CWBTYZPRKWDE,org.disa_stig.audit.plist,14,Lucas Allen,2025-03-03 08:02:40,macOS 14.2.1,"audit_configure_capacity_notify
audit_flags_unsuccessful_auths
audit_flags_administrator_actions
audit_flags_logins",54255694
MacStudio-PacificNorthWest-304,LSSO7RVOZXE2,org.disa_stig.audit.plist,69,Harper Adams,2025-03-03 10:04:55,macOS 15.3.1,audit_flags_logins,51488509
MacBookAir-Southwest-305,L659JMC9KT2V,org.disa_stig.audit.plist,40,David Clark,2025-03-03 14:36:41,macOS 15.3.1,"audit_flags_successful_auths
audit_flags_authentication
audit_flags_logins
audit_flags_administrator_actions
audit_configure_capacity_notify
audit_files_owner_configure
audit_files_group_configure
audit_set_macOS_security_policy",78524042
MacBookPro-Mid-Atlantic-306,ZZSZNHOTYFGR,org.disa_stig.audit.plist,70,Grace Lee,2025-03-03 10:02:09,macOS 14.7.4,audit_flags_logins,00464181
MacBookPro-MountainWest-307,OX8JCSYD2UDM,org.disa_stig.audit.plist,40,Emily Wilson,2025-03-03 19:47:43,macOS 14.7.4,"audit_files_owner_configure
audit_flags_administrator_actions
audit_files_group_configure
audit_set_macOS_security_policy
audit_configure_capacity_notify",24887786
MacBookPro-Southwest-308,BBZKS1OW7FYJ,org.disa_stig.audit.plist,69,Jane Smith,2025-03-03 06:33:35,macOS 14.5.0,"audit_flags_successful_auths
audit_files_owner_configure",49439456
MacMini-MountainWest-309,PHOAUJ2FTNZW,org.disa_stig.audit.plist,55,Jane Smith,2025-03-03 14:46:39,macOS 14.2.1,"audit_flags_administrator_actions
audit_flags_unsuccessful_auths
audit_flags_authentication
audit_flags_successful_auths
audit_files_owner_configure
audit_configure_capacity_notify
audit_files_group_configure
audit_set_macOS_security_policy",87082838
iMac-MountainWest-310,DJJX3W9R6M95,org.disa_stig.audit.plist,64,Elijah Nelson,2025-03-03 22:18:14,macOS 15.3.1,"audit_flags_unsuccessful_auths
audit_flags_logins
audit_files_owner_configure
audit_set_macOS_security_policy",43601465
